evalId,rodada,status,patterns,pattern_principal,fixes_aplicaveis,onda,prob_cura_pct
6bfa7005-8287-4c69-a724-91dc48bdc1b9,R12,PARCIAL,fluxo_tool_incompleto,fluxo_tool_incompleto,"F4,F5,F6,F7",1+2,50
76ff2f68-4f4d-4979-9904-bf6c5799e9ec,R12,PARCIAL,pediu_clarificacao_desnecessaria,pediu_clarificacao_desnecessaria,F25,2,50
f6abd9c7-8d41-43da-8dfa-4a64df1d445b,R12,PARCIAL,resposta_truncada,resposta_truncada,"F1,F2,F3",1,70
7a420c8b-edf9-4524-9f32-5f153a789889,R12,PARCIAL,fluxo_tool_incompleto,fluxo_tool_incompleto,"F4,F5,F6,F7",1+2,50
ed9a55aa-172d-479a-8c04-5467e123a6e6,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
d1801684-d39e-441e-ae86-57a498cdfe47,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
da62e295-bdc1-4ffa-8b10-b2169efd19ec,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
1a469fb6-801d-4530-97c8-d7b50f0a15d0,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
2867cafd-faa6-4022-916a-c628e89c0f31,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
4b4ccd1b-2dfd-4c70-a332-2bd213171e16,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
6770a728-3cfc-4e32-b478-3182efadf038,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
c30a2719-3403-4f9c-a071-d645f52efbb7,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
2d82101e-f7ea-49e5-8e34-90e8f755da58,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
2a48975f-c8f3-4f60-866b-4bb672997d7c,R13,FORA_DO_ESCOPO,acerto_objetividade,acerto_objetividade,?,?,0
277e2c35-a683-487f-b671-3fbbce072eb0,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
8e91f375-4cf2-4450-95a0-6eace35756ff,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
2ec233da-f871-417b-9f2c-2bebb0e74224,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
d9639cd2-3fdd-4f51-925c-bd8ebd1ff4cc,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
f0abb588-b715-4fad-b49d-735315961e2f,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
f8dba8ca-0b84-4335-b051-50629c485d36,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
bf7454f2-c86d-429b-aebf-5c6f228ee775,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
cecabd09-d397-478a-8b5f-a0ed41b0f1f7,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
22ca74b4-259f-4139-8440-48598ac5d07d,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
12b5b1b1-dd6b-4b10-8576-8380c58b7b9f,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
59a036ad-3976-491b-ba48-94ccb8295f48,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
2cccbf4c-f2f2-4d6d-b05c-728432f422f4,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
4f738a33-0e58-4fc0-953d-5a496a2b216f,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
c387592a-68af-449b-8f0f-21b9223b091c,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
b27f9967-ced2-4f0f-90c4-7de6127ce63b,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
ede39d98-a281-4cea-823c-8015af04eee0,R13,PARCIAL,acerto_objetividade,acerto_objetividade,?,?,0
9efbb05a-0409-490c-9709-e0a5eb114e83,R15,ERRADO,recusa_indevida|pergunta_ignorada,recusa_indevida,"F16,F17",1,80
523ae461-2d68-455f-9502-d6dfec96d1c2,R15,ERRADO,dado_inventado|fluxo_tool_incompleto,dado_inventado,"F1,F9,F10",1,75
dbca0a54-0928-4fae-b20b-2cb1069c4965,R15,ERRADO,dado_inventado|tool_errada,dado_inventado,"F1,F9,F10",1,75
b91d7947-93ed-4492-b5b2-eaa6698c8e6b,R15,ERRADO,placeholder_nao_substituido|dado_inventado,dado_inventado,"F1,F9,F10",1,75
7a61ea48-d11f-432c-b303-f01c42105fc1,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
370b5ac5-bf9f-4454-96bb-d748be4f1f4c,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
de478299-02c5-41e3-8977-0a9d82de8e22,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
a662e1e3-4055-4019-bbdb-b6e05ca6831f,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
b1b055ce-ca1e-4f04-9ee9-55e0fd3c2567,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
2019c5c9-b9f5-4084-8615-a582da81a9ed,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
888f07f9-8147-4f80-8ae5-ba53a00e7432,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
c520e5a9-d309-4857-b3b7-00f7a262fc4a,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
3df57c2c-1133-4f4f-b594-9db8606cb82a,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
85b2760b-832d-401f-bc72-1e6e21d7c647,R15,FORA_DO_ESCOPO,limitacao_real_declarada|resposta_truncada,limitacao_real_declarada,legitimo,fora,0
cd51c76a-5e09-46d5-be79-0595172dd5ee,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
6519d32e-b5dd-4852-95f7-692546fb4319,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
03f6165f-81ba-4543-a21e-67f1f1b3908b,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
3fe30c56-7699-4ffd-992f-fad7713a72b6,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
1afdde1c-d7fe-4980-8de6-41203784eab4,R15,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
c161043a-7860-4350-aaab-87306419cec7,R15,PARCIAL,resposta_truncada,resposta_truncada,"F1,F2,F3",1,70
33b9639d-30a0-48eb-a94d-fea839897f7f,R15,PARCIAL,parametro_incompleto,parametro_incompleto,"F20,F21",1+2,60
92aba40d-e1e0-4702-a229-6ed22e4dc165,R15,PARCIAL,resposta_truncada,resposta_truncada,"F1,F2,F3",1,70
76aa5e76-4634-42c0-8ac9-54c1e3da804b,R15,PARCIAL,fluxo_tool_incompleto,fluxo_tool_incompleto,"F4,F5,F6,F7",1+2,50
d06b8bdc-dec1-4871-9e7f-b5062196857d,R15,PARCIAL,limitacao_real_declarada|formato_quebrado,formato_quebrado,F22,1,75
2841bf7b-7b95-4da0-8d1b-27d92816b1d3,R15,PARCIAL,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
666b4dd5-4c17-4802-8a15-c83a9eb991a6,R15,PARCIAL,dado_inventado,dado_inventado,"F1,F9,F10",1,75
d5655270-2ce3-41aa-abf2-126f82a41981,R15,PARCIAL,tool_errada,tool_errada,"F26,F27",1+3,55
0dac4449-5bfe-4fe8-85b7-196b19d1b22b,R15,PARCIAL,parametro_incompleto,parametro_incompleto,"F20,F21",1+2,60
2b29b5a7-85e7-4d82-9664-e2a249b9b8cf,R15,PARCIAL,resposta_truncada|dado_inventado,dado_inventado,"F1,F9,F10",1,75
b062cb86-5f4f-4a9e-8c57-b2d26884c6ef,R15,PARCIAL,entendeu_mal_termo,entendeu_mal_termo,"F12,F13,F14",1+2,50
8736460d-1ac1-4e3e-841f-db2fc6333b87,R15,PARCIAL,parametro_incompleto,parametro_incompleto,"F20,F21",1+2,60
1beb60ff-43a3-4e92-8380-307e4334d387,R15,PARCIAL,formato_quebrado,formato_quebrado,F22,1,75
e0d949a4-e380-4f0e-b05a-80cea45f5792,R16,ERRADO,dado_inventado,dado_inventado,"F1,F9,F10",1,75
cd4ec96a-4d00-4ce3-9a8e-9141f72b502a,R16,ERRADO,recusa_indevida|pergunta_ignorada,recusa_indevida,"F16,F17",1,80
209f6a74-747d-4a4b-a082-b96a1b6d1edf,R16,ERRADO,dado_inventado|entendeu_mal_termo,dado_inventado,"F1,F9,F10",1,75
e1c41340-4dd6-4735-a894-0eee4bbf3be1,R16,ERRADO,dado_inventado|fluxo_tool_incompleto,dado_inventado,"F1,F9,F10",1,75
5a05a491-d3dc-4276-9e26-d018f1e577f1,R16,ERRADO,dado_inventado,dado_inventado,"F1,F9,F10",1,75
50468cf2-5aa1-4569-9814-816076bba0db,R16,ERRADO,dado_inventado|formato_quebrado,dado_inventado,"F1,F9,F10",1,75
af99e03a-d3b5-473b-a749-6dcb2dca8331,R16,ERRADO,dado_inventado,dado_inventado,"F1,F9,F10",1,75
24ed85b0-523b-4bb2-bf2e-2e89450fef65,R16,ERRADO,dado_inventado|fluxo_tool_incompleto,dado_inventado,"F1,F9,F10",1,75
eac814b3-1de9-4cbe-9e42-88c247b398f9,R16,ERRADO,parametro_incompleto|erro_data,parametro_incompleto,"F20,F21",1+2,60
cd7997fd-9091-4772-99f6-6858a25b1faf,R16,ERRADO,recusa_indevida|pergunta_ignorada,recusa_indevida,"F16,F17",1,80
748423dc-004c-4f2e-a37f-ea61fe7238a5,R16,ERRADO,recusa_indevida|pergunta_ignorada,recusa_indevida,"F16,F17",1,80
3d8e2b07-c5d3-46b7-a45f-291221ff2e94,R16,ERRADO,fluxo_tool_incompleto|dado_inventado,dado_inventado,"F1,F9,F10",1,75
6dff0c12-767c-4eca-8799-c053d45cc49c,R16,ERRADO,dado_inventado|formato_quebrado|pergunta_ignorada,dado_inventado,"F1,F9,F10",1,75
4f2fd54f-5128-4052-aad4-a915120b6350,R16,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
5d07db47-66b0-4757-a63d-34599a59958b,R16,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
7859bdec-41a5-4bbe-90c5-f38d43b6386f,R16,FORA_DO_ESCOPO,limitacao_real_declarada|resposta_truncada,limitacao_real_declarada,legitimo,fora,0
ad45a0d3-993f-40b7-8ad4-11dbc55fb8f1,R16,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
9eb33fbe-fc99-43af-960b-e08c1ed8d556,R16,FORA_DO_ESCOPO,limitacao_real_declarada|resposta_truncada,limitacao_real_declarada,legitimo,fora,0
e02bd1bc-9f2d-4674-ad36-4abc91fd2366,R16,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
4eb23e2b-24d6-4269-913b-fc787f9cac28,R16,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
6c17a71c-d12a-4c8c-859d-5791b704e796,R16,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
fd9efdee-76b3-4b00-bab8-cb1770618324,R16,FORA_DO_ESCOPO,limitacao_real_declarada,limitacao_real_declarada,legitimo,fora,0
b39a7776-6176-4540-88ec-0165cd72fef8,R16,PARCIAL,tool_errada|limitacao_real_declarada,tool_errada,"F26,F27",1+3,55
393b9e79-0301-45ac-9684-bae4c1018eb7,R16,PARCIAL,entendeu_mal_termo|formato_quebrado,entendeu_mal_termo,"F12,F13,F14",1+2,50
2d87218f-a5ee-4374-a05f-839bde6ed92e,R16,PARCIAL,resposta_truncada|formato_quebrado,resposta_truncada,"F1,F2,F3",1,70
f0c4784f-183d-4428-a2ab-e89ea23a6ab8,R16,PARCIAL,resposta_truncada,resposta_truncada,"F1,F2,F3",1,70
d050fbf2-570e-40ef-80fe-6f62edc902eb,R16,PARCIAL,entendeu_mal_termo,entendeu_mal_termo,"F12,F13,F14",1+2,50
4c97ce4d-b06c-49fd-999d-14dfbcf14fdf,R16,PARCIAL,pediu_clarificacao_desnecessaria,pediu_clarificacao_desnecessaria,F25,2,50
fe2dfbb8-3d34-41aa-8191-ef40dc8fbaff,R16,PARCIAL,pediu_clarificacao_desnecessaria,pediu_clarificacao_desnecessaria,F25,2,50
08d908c8-8ed6-4e0c-8867-55f4c0bbc8bd,R16,PARCIAL,formato_quebrado,formato_quebrado,F22,1,75
c5fa30d9-ac22-4d56-a1c7-963aed433482,R16,PARCIAL,formato_quebrado|pergunta_ignorada,pergunta_ignorada,"F18,F19",1,65
3548fb66-ff4a-46c2-822e-a5f1a9624268,R16,PARCIAL,fluxo_tool_incompleto|limitacao_real_declarada,fluxo_tool_incompleto,"F4,F5,F6,F7",1+2,50
2fcb7221-4cd9-4166-af96-cc50f845ee8c,R16,PARCIAL,limitacao_real_declarada|resposta_truncada,resposta_truncada,"F1,F2,F3",1,70
2672ea9d-91a8-441a-a8c1-1080008729ce,R16,PARCIAL,resposta_truncada,resposta_truncada,"F1,F2,F3",1,70
2b2e9940-ebf1-40f8-b7dc-f00a2f2d458c,R16,PARCIAL,erro_data,erro_data,"F23,F24",1.5+2,70
